gene,chrom,n_snps,min_p,score
NBPF6,1,80,0.0198632,1.7019507845218569
NBPF7,1,87,0.046412,1.3333697164280118
NBPF8,1,234,0.0241869,1.616419790967087
NBPF9,1,1080,0.000132303,3.8784303079767164
NBR1,17,179,0.0565119,1.247860090938803
NBR2,17,193,0.022825,1.6415892137936634
NCALD,8,2129,0.00115343,2.9380087570476987
NCAM1,11,1532,0.00357998,2.4461193995890587
NCAM1-AS1,11,99,0.0367079,1.4352404600751212
NCAM2,21,2656,0.00108638,2.9640182382491314
NCAN,19,224,0.0025247,2.5977902199552547
NCAPD2,12,305,0.0476639,1.321810425288266
NCAPD3,11,360,0.00290462,2.5369106765947826
NCAPG,4,163,0.0110736,1.9557111681033192
NCAPG2,7,460,0.00392392,2.406279855500224
NCAPH,2,143,0.0126908,1.896511000077517
NCAPH2,22,221,0.0110357,1.9572001141112525
NCBP1,9,108,0.0184179,1.7347598893619696
NCBP2,3,147,0.0114035,1.9429618331024427
NCBP2-AS1,3,130,0.0114035,1.9429618331024427
NCBP2AS2,3,119,0.0114035,1.9429618331024427
NCBP3,17,288,0.00822887,2.0846597986222912
NCCRP1,19,115,0.0284499,1.5459192557899826
NCDN,1,70,0.0843141,1.0740997914471448
NCEH1,3,469,0.00529322,2.276280055224593
NCF1,7,57,0.00637324,2.1956397267871823
NCF1B,7,13,0.098168,1.0080300569000047
NCF1C,7,24,0.0347848,1.4586104893351106
NCF2,1,221,0.00255647,2.592359299323481
NCF4,22,213,0.0348089,1.458309700688085
NCF4-AS1,22,227,0.0358311,1.4457398589676584
NCK1,3,395,0.00315116,2.5015295449843715
NCK1-DT,3,169,0.0138529,1.8584593008118266
NCK2,2,865,0.00886258,2.0524398315378765
NCKAP1,2,541,0.0178139,1.7492409899663142
NCKAP1L,12,290,0.00537131,2.2699197820120895
NCKAP5,2,3506,0.000284905,3.545299928951625
NCKAP5-AS1,2,93,0.0448508,1.348229806076145
NCKAP5-AS2,2,131,0.00689541,2.1614399056384226
NCKAP5L,12,238,0.0158752,1.7992807946439084
NCKIPSD,3,93,0.00557122,2.254049691495767
NCL,2,157,0.00503165,2.298289575900464
NCLN,19,251,0.00670641,2.1735098992676893
NCMAP,1,434,0.0226678,1.644590627832181
NCMAP-DT,1,244,0.0226678,1.644590627832181
NCOA1,2,1034,0.00646264,2.1895900356861797
NCOA2,8,859,0.0118604,1.9259006638500569
NCOA3,20,588,0.00531019,2.2748899394693174
NCOA4,10,124,0.0108943,1.962800669585132
NCOA5,20,200,0.0580698,1.2360496697312007
NCOA6,20,313,0.00305,2.515700160653214
NCOA7,6,551,0.00415231,2.3817102307223
NCOA7-AS1,6,131,0.0178673,1.7479410705326586
NCOR1,17,702,0.00373104,2.4281700949189253
NCOR1P1,20,119,0.0673085,1.1719300877820096
NCOR1P4,20,88,0.0180942,1.742460613620496
NCOR2,12,1326,0.00401763,2.3960300617035806
NCR1,19,271,0.000554153,3.2563703112968962
NCR2,6,277,0.00106018,2.9746203928765853
NCR3,6,166,0.00282761,2.5485804911014376
NCR3LG1,11,224,0.0159934,1.7960592007769847
NCRNA00250,8,80,0.000336132,3.473490140425858
NCRUPAR,5,112,0.0306563,1.5134802626111048
NCS1,9,463,0.0174237,1.7588596151747449
NCSTN,1,118,0.0293887,1.5318196243837796
NDC1,1,298,0.00203657,2.691100657961352
NDC80,18,290,0.0134924,1.8699107920590525
NDE1,16,466,0.00626268,2.2032397785884394
NDEL1,17,148,0.00348506,2.457789740537391
NDFIP1,5,354,0.00913587,2.039250088901679
NDFIP2,13,280,0.00169235,2.7715098142582977
NDFIP2-AS1,13,89,0.00275391,2.5600502569411336
NDN,15,105,0.0320273,1.494479672154987
NDNF,4,227,0.00758228,2.120200181897236
NDOR1,9,140,0.00913819,2.039139816394811
NDRG1,8,381,0.00466885,2.3307900787825684
NDRG2,14,307,0.00783105,2.106180003122976
NDRG3,20,219,0.000568774,3.2450602644488415
NDRG4,16,281,0.0170032,1.7694693367653012
NDST1,5,297,0.00321647,2.492620494907237
NDST1-AS1,5,138,0.00309671,2.509099463450711
NDST2,10,65,0.00900078,2.0457198533364997
NDST3,4,1140,0.0017095,2.7671308948673867
NDST4,4,1511,0.00186187,2.730050645725044
NDUFA10,2,952,0.00805879,2.0937301611442733
NDUFA11,19,234,0.015438,1.8114089634060098
NDUFA12,12,345,0.00463885,2.333589670427029
NDUFA13,19,122,0.0229499,1.6392192024815264
NDUFA2,5,107,0.00831209,2.080289763057741
NDUFA3,19,147,0.015611,1.8065692762731547
NDUFA4,7,136,0.00225798,2.6462799091462617
NDUFA4L2,12,64,0.0271882,1.5656195440102987
NDUFA5,7,310,0.0161823,1.7909597518016513
NDUFA6,22,91,0.086828,1.0613402024204543
NDUFA6-DT,22,260,0.0172878,1.7622602703843482
NDUFA7,19,189,0.000838996,3.076240109710118
NDUFA8,9,204,0.0285917,1.543760021673493
NDUFA9,12,292,0.00102,2.9913998282380825
NDUFAB1,16,165,0.0221004,1.6555998658524154
NDUFAF1,15,146,0.0040927,2.3879900885136855
NDUFAF2,5,863,0.00125707,2.9006405379327473
NDUFAF3,3,38,0.0195465,1.7089309961590111
NDUFAF4,6,135,0.104934,0.9790837718642599
NDUFAF4P1,15,89,0.000672465,3.1723303146005395
NDUFAF5,20,231,0.0114133,1.9425887670998159
NDUFAF6,8,1090,0.00583727,2.2337902181515186
NDUFAF7,2,319,0.0169317,1.7712994350656628
NDUFAF8,17,107,0.0385691,1.4137604951654346
NDUFB1,14,173,0.0529846,1.2758503399630228
NDUFB10,16,175,0.00380417,2.4197400836346636
NDUFB2,7,97,0.0314333,1.5026100225281582
NDUFB2-AS1,7,66,0.0524348,1.2803803841688801
NDUFB3,2,103,0.043389,1.3626203590776682
NDUFB4,3,143,0.00657249,2.1822700659972747
NDUFB5,3,126,0.000863157,3.063910203088669
NDUFB6,9,131,0.013829,1.8592092233746977
NDUFB7,19,96,0.00300276,2.5224793780377626
NDUFB8,10,84,0.0300476,1.5221902107954075
NDUFB9,8,140,0.0136182,1.8658802919627453
NDUFC1,4,113,0.0294496,1.5309205996535356
NDUFC2,11,162,0.00778001,2.1090198447915416
NDUFC2-KCTD14,11,443,0.00076775,3.1147801748848933
NDUFS1,2,293,0.0169153,1.7717202954113713
NDUFS2,1,146,0.0141068,1.8505714908491542
NDUFS3,11,78,0.00977642,2.009820149187828
NDUFS4,5,683,0.0180697,1.7430490577006128
NDUFS5,1,180,0.0360628,1.4429405566668445
NDUFS6,5,196,0.000931901,3.0306302222355153
NDUFS7,19,144,0.00454967,2.3420201027662935
NDUFS8,11,104,0.00947458,2.0234400328348494
NDUFV1,11,100,0.0313523,1.5037305938868935
NDUFV2,18,205,0.00767521,2.1149097330372895
NDUFV2-AS1,18,139,0.00767521,2.1149097330372895
NDUFV3,21,270,0.0355951,1.4486097826290114
NEAT1,11,118,0.0286378,1.5430603482551994
NEB,2,808,0.00220958,2.655690269761528
NEBL,10,2246,0.00014642,3.8343995974825886
NEBL-AS1,10,85,0.0026443,2.577689274998204
NECAB1,8,695,0.016982,1.770011163455189
NECAB2,16,560,0.00782907,2.1062898238751475
NECAB3,20,66,0.0117953,1.9282910088531895
NECAP1,12,94,0.0198774,1.7016404227303648
NECAP2,1,172,0.0073514,2.133629946034705
NECTIN1,11,460,0.000632179,3.1991599348418953
NECTIN2,19,392,2.50438e-22,21.6012997731525
NECTIN3,3,409,0.0512519,1.2902900298971767
NECTIN3-AS1,3,108,0.0981454,1.0081300506379194
NECTIN4,1,140,0.0580912,1.2358896521346256
NEDD1,12,254,0.021463,1.6683095744303695
NEDD4,15,1035,0.00742438,2.1293398078452745
NEDD4L,18,1806,4.98953e-05,4.301940361795426
NEDD8,14,102,0.00991859,2.003550061590056
NEDD8-MDP1,14,121,0.00991859,2.003550061590056
NEDD9,6,1028,0.0033961,2.469019530204062
NEFH,22,131,0.006887,2.1619699170146798
NEFL,8,126,0.00458469,2.3386900244085567
NEFM,8,83,0.0222751,1.6521803376008202
NEGR1,1,2966,4.14333e-07,6.38265047547034
NEGR1-IT1,1,192,0.00182516,2.738699057743796
NEIL1,15,68,0.0423955,1.372680238428121
NEIL2,8,337,0.0131009,1.8826988683436505
NEIL3,4,335,0.00556609,2.254449775690196
NEK1,4,927,0.0103005,1.9871416935501134
NEK10,3,1256,0.00092747,3.032700129200971
NEK11,3,1238,0.000661774,3.179290299549
NEK2,1,177,0.00703477,2.152750097143766
NEK3,13,187,0.00166963,2.777379760446313
NEK4,3,313,0.0165166,1.7820793488564244
NEK5,13,404,0.00361868,2.441449819870186
NEK6,9,448,0.0134425,1.8715199548508432
NEK7,1,844,0.00186256,2.729889728110299
NEK8,17,97,0.00541627,2.266299694288314
NEK9,14,194,0.0113446,1.9452108123268892
NELFA,4,124,0.044459,1.352040309953854
NELFB,9,195,0.0164354,1.7842197217205498
NELFCD,20,165,0.00481682,2.317239582555682
NELFE,6,121,0.00446488,2.3501902089004423
NELL1,11,4668,0.000878982,3.0560200184196478
NELL2,12,1553,0.00156049,2.80673901005455
NEMF,14,179,0.00728165,2.1377701997115643
NEMP1,12,141,0.0594634,1.2257502623187182
NEMP2,2,161,0.0332943,1.4776301115518276
NENF,1,159,0.0127956,1.8929393447451677
NEO1,15,1057,0.00676488,2.1697399028062034
NEPRO,3,145,0.00379071,2.4212794390547625
NES,1,96,0.0739282,1.1311898678533971
NET1,10,233,0.0106434,1.9729196158975884
NETO1,18,749,0.000414362,3.382620079389803
NETO2,16,167,0.0243288,1.6138793117938353
NEU1,6,141,0.0118727,1.9254505058339801
NEU2,2,101,0.0140634,1.8519096705871176
NEU3,11,118,0.00951853,2.0214301169708517
NEU4,2,182,0.0508522,1.2936902536125778
NEURL1,10,455,0.00383796,2.4158995558824135
NEURL1-AS1,10,235,0.0246951,1.6073892108727403
NEURL1B,5,288,0.0236064,1.6269702382217144
NEURL2,20,85,0.0525267,1.2796198829739518
NEURL3,2,48,0.097663,1.010269939242612
NEURL4,17,139,0.0210547,1.6766509422880183
NEUROD1,2,97,0.025797,1.5884307963313675
NEUROD2,17,65,0.0162648,1.7887512726483685
NEUROD4,12,150,0.0162144,1.790099117389423
NEUROD6,7,65,0.0310263,1.5082700125367807
NEUROG1,5,65,0.00881983,2.054539785704172
NEUROG2,4,93,0.0114604,1.9408002240125113
NEUROG2-AS1,4,185,0.0114604,1.9408002240125113
NEUROG3,10,71,0.0428835,1.3677097762850812
NEXN,1,274,0.0251513,1.5994395625668858
NEXN-AS1,1,99,0.0251513,1.5994395625668858
NF1,17,715,0.00392392,2.406279855500224
NF1P2,15,12,0.152853,0.8157260330866659
NF2,22,410,0.0213978,1.669630876042181
NFAM1,22,376,0.00193937,2.712339326749598
NFASC,1,1005,0.00682999,2.1655799321820104
NFAT5,16,542,0.0010882,2.9632912784301144
NFATC1,18,1075,0.0035456,2.450310261287683
NFATC2,20,836,0.00108383,2.9650388320520475
NFATC2IP,16,98,0.000499563,3.301409735011443
NFATC3,16,485,0.0319367,1.4957099612667946
NFATC4,14,141,0.00672404,2.172369711691876
NFE2,12,49,0.026622,1.5747593208998014
NFE2L1,17,145,0.0124351,1.9053507178911449
NFE2L2,2,142,0.00409477,2.3877704871968697
NFE2L3,7,244,1.0879e-05,4.963411023244595
NFE4,7,90,0.121404,0.9157670039583793
NFIA,1,1552,0.00151307,2.820140979504571
NFIA-AS1,1,76,0.0846058,1.0725998636553802
NFIA-AS2,1,172,0.00238512,2.62248976587888
NFIB,9,2128,0.0059595,2.224790175888956
NFIC,19,703,0.00729625,2.1369002936817836
NFIL3,9,155,0.0289021,1.5390706006594388
NFILZ,19,334,0.00731425,2.135830199622128
NFIX,19,358,0.00680973,2.1668701071525165
NFKB1,4,490,0.00287746,2.540990704848481
NFKB2,10,80,0.00198967,2.701218948245281
NFKBIA,14,130,0.0380119,1.4200804219282632
NFKBIB,19,130,0.0276573,1.5581902194666086
NFKBID,19,159,0.00264698,2.577249340120054
NFKBIE,6,92,0.000770371,3.11330007424415
NFKBIL1,6,264,0.00257496,2.5892295129972385
NFKBIZ,3,131,0.000662308,3.1789399990904035
NFRKB,11,167,0.0117989,1.92815847965983
NFS1,20,192,0.00197197,2.7050996963590883
NFU1,2,261,0.0229546,1.6391302707178834
NFX1,9,291,0.0163599,1.7862193552845564
NFXL1,4,323,0.0397402,1.4007699515523784
NFYA,6,237,0.0167055,1.7771405212834803
NFYB,12,148,0.00132794,2.876821547149917
NFYC,1,401,0.0124214,1.9058294526289041
NFYC-AS1,1,90,0.106259,0.9736342755383225
NFYCP2,9,95,0.0329496,1.4821498532656376
NGB,14,118,0.00394412,2.4040498801037944
NGDN,14,104,0.0240747,1.6184391160063911
NGEF,2,866,0.00152027,2.8180792744915095
NGF,1,339,0.0120415,1.9193194099929465
NGF-AS1,1,546,0.0120415,1.9193194099929465
NGFR,17,164,0.0050262,2.2987602341739573
NGLY1,3,223,0.00150079,2.8236800727278624
NGRN,15,86,0.00413752,2.3832598939126246
NHEG1,6,166,0.0752575,1.1234502127267343
NHEJ1,2,316,0.00550681,2.259099907607161
NHLH1,1,92,0.036982,1.4320096057383227
NHLH2,1,125,0.0141726,1.8485504700014852
NHLRC1,6,136,0.0075699,2.120909857585138
NHLRC2,10,162,2.02633e-05,4.693289825753447
NHLRC3,13,103,0.0210625,1.676490081784586
NHLRC4,16,108,0.0703348,1.1528297431385734
NHP2,5,129,0.00360695,2.442859877885297
NHSL1,6,698,0.00627596,2.202319833063851
NIBAN1,1,868,0.00596554,2.224350237927321
NIBAN2,9,381,0.00110085,2.95827185324469
NIBAN3,19,244,0.0507925,1.294200410729496
NICN1,3,67,0.024241,1.6154494684362823
NID1,1,484,0.000587327,3.2311200337535344
NID2,14,584,0.00982042,2.0078699378971825
NIF3L1,2,82,0.0358682,1.4452904172934273
NIFK,2,109,0.00231761,2.634959643910849
NIFK-AS1,2,409,0.00231761,2.634959643910849
NIM1K,5,535,0.00409214,2.3880495166540636
NIN,14,517,0.00429289,2.3672502396372765
NINJ1,9,193,0.00968367,2.013960018860724
NINJ2,12,758,0.0045547,2.341540223001689
NINJ2-AS1,12,144,0.0176449,1.753380798600201
NINL,20,631,0.00700616,2.154519948901904
NIP7,16,75,0.0296053,1.52863053371441
NIPA1,15,329,0.0129432,1.8879583380002316
NIPA2,15,288,0.0097663,2.010269939242612
NIPAL1,4,203,0.0517023,1.286490136691545
NIPAL2,8,433,0.0171652,1.7653511320348894
NIPAL3,1,324,0.0142046,1.8475709914545038
NIPAL4,5,151,0.00357544,2.4466705055234197
NIPBL,5,524,0.00334842,2.4751600727091643
NIPBL-DT,5,64,0.0608219,1.215940017164149
NIPSNAP1,22,218,0.0656568,1.182720287860233
NIPSNAP2,7,249,0.00414171,2.382820313411895
NIPSNAP3A,9,136,0.00443915,2.35270017980643
NIPSNAP3B,9,146,0.00619056,2.2082700627877436
NISCH,3,206,0.0104131,1.9824199609338409
NIT1,1,86,0.0487091,1.3123898948307082
NIT2,3,192,0.000996873,3.001360166575412
NKAIN1,1,410,0.00557519,2.2537403274644667
NKAIN2,6,4310,0.000107513,3.968539019591012
NKAIN3,8,3433,0.00657506,2.182100279712726
NKAIN4,20,293,0.0190559,1.7199705349105285
NKAPD1,11,77,0.0127856,1.8932788866775438
NKAPL,6,91,0.00112541,2.948689230175874
NKD1,16,324,0.0106446,1.9728706537237028
NKD2,5,463,0.00724002,2.1402602340959964
NKG7,19,114,0.00732335,2.1352902094195714
NKILA,20,92,0.0050143,2.299789686243979
NKIRAS1,3,397,0.0123086,1.909791341613891
NKIRAS2,17,59,0.00241357,2.617340100958453
NKPD1,19,96,0.00209344,2.679139481891131
NKTR,3,245,0.011424,1.9421818055679008
NKX1-1,4,123,0.0017187,2.764799923030725
NKX1-2,10,107,0.0188769,1.7240693248385255
NKX2-1,14,78,0.0377685,1.4228702631115508
NKX2-1-AS1,14,82,0.0330385,1.4809796785584008
NKX2-2,20,66,0.0295972,1.5287493727946977
NKX2-3,10,110,0.119688,0.921949390070031
NKX2-4,20,78,0.0879751,1.0556402308363513
NKX2-5,5,89,0.0144497,1.8401411694954655
NKX2-6,8,146,0.0208877,1.680109378703314
NKX2-8,14,111,0.0337614,1.4715795525775401
NKX3-1,8,105,0.0133854,1.873368646128367
NKX3-2,4,93,0.0244343,1.6120000982356422
NKX6-1,4,73,0.0508417,1.2937799363187419
NKX6-2,10,116,0.0325852,1.48697960906673
NKX6-3,8,131,0.0448301,1.3484302923766853
NLE1,17,87,0.0133712,1.8738296151769014
NLGN1,3,3639,0.00102757,2.988188583487673
NLGN1-AS1,3,112,0.0125748,1.900498913595066
NLGN2,17,108,0.00963696,2.016059943632624
NLK,17,217,0.00810998,2.0909802167999842
NLN,5,534,0.0105182,1.9780585754820044
NLRC3,16,309,0.0171929,1.7646508628258737
NLRC4,2,240,0.00513499,2.2894603978211427
NLRC5,16,605,0.00217545,2.6624508939725677
NLRP1,17,710,0.0178382,1.7486489711206095
NLRP10,11,110,0.00625994,2.203429829376438
NLRP11,19,544,0.0124025,1.9064907642917768
NLRP12,19,406,0.00902693,2.044459925296057
NLRP13,19,425,0.000869241,3.0608597972458798
NLRP14,11,418,0.00450588,2.3462203785313593
NLRP2,19,506,0.0104532,1.9807507402130227
NLRP3,1,412,0.00301613,2.520549943615954
NLRP4,19,487,0.00304811,2.5159693642579635
NLRP5,19,832,0.0134079,1.8726392377957009
NLRP6,11,135,0.0231329,1.6357699195402313
NLRP7,19,293,0.00199338,2.7004099034209244
NLRP8,19,433,0.0229176,1.6398308649477285
NLRP9,19,344,0.00729206,2.1371497665719557
NLRX1,11,80,0.0058323,2.23416014501353
NMB,15,111,0.00421357,2.3753497867525404
NMBR,6,347,0.0432653,1.363860280556533
NMD3,3,177,0.0241808,1.6165293349955876
NME1,17,154,0.0362351,1.440870535797662
NME1-NME2,17,203,0.0362351,1.440870535797662
NME2,17,130,0.0385807,1.4136298968741092
NME3,16,105,0.0233642,1.6314490848101633
NME4,16,152,0.0149053,1.8266592784684252
NME5,5,152,0.00500657,2.3004597073122066
NME6,3,112,0.00022251,3.6526504662685433
NME7,1,1484,0.00362093,2.4411798709044974
NME8,7,534,0.00409789,2.387439703581037
NME9,3,153,0.0138357,1.8589988633790613
NMI,2,212,0.0379245,1.4210801362807808
NMNAT1,1,214,0.00461519,2.3358104150599512
NMNAT2,1,761,0.0113339,1.9456206234961622
NMNAT3,3,477,0.0115393,1.9378205356653824
NMRAL1,16,167,0.0268671,1.570779208221353
NMRAL2P,3,195,0.000204023,3.6903208707602118
NMRK1,9,272,0.026767,1.572400301075132
NMRK2,19,113,0.0172385,1.7635005267981088
NMS,2,260,0.00876658,2.0571697996566516
NMT1,17,352,0.00274511,2.561440248140721
NMT2,10,443,0.00377642,2.4229197110003247
NMU,4,298,0.00716902,2.1445402080255245
NMUR1,2,154,0.00316723,2.499320397599388
NMUR2,5,206,0.0696258,1.1572298017487066
NNAT,20,58,0.0137297,1.8623389521855311
NNMT,11,253,0.0204517,1.6892705864373914
NNT,5,539,0.0044542,2.3512302864159667
NNT-AS1,5,181,0.00647172,2.1889802808094845
NOA1,4,170,0.0138267,1.8592814600066165
NOB1,16,122,0.00361194,2.4422594726125024
NOBOX,7,120,0.0153886,1.8128008889359821
NOC2L,1,204,0.000588532,3.2302299184694934
NOC2LP2,2,255,0.00295774,2.52904000529792
NOC3L,10,257,0.0350042,1.455879843438566
NOC4L,12,212,0.0167877,1.7750088003319262
NOCT,4,155,0.000570834,3.243490167350261
NOD1,7,256,0.0167071,1.777098927922199
NOD2,16,233,0.0150668,1.8219789766112868
NODAL,10,130,0.0153968,1.8125695315499597
NOG,17,64,0.0721606,1.1416998643851028
NOL10,2,840,0.00492153,2.3078998632363676
NOL11,17,192,0.00632732,2.198780200830896
NOL12,22,130,0.0276949,1.5576001986533003
NOL3,16,61,0.00413019,2.3840299691538767
NOL4,18,1243,0.00206001,2.6861306714103232
NOL4L,20,487,0.000458891,3.338290459822591
NOL4L-DT,20,137,0.0059877,2.222739967114626
NOL6,9,146,0.0535649,1.27111970153262
NOL7,6,99,0.000320288,3.494459332430184
NOL8,9,164,0.00225222,2.64738918925613
NOL9,1,295,0.00713724,2.1464696992185255
NOLC1,10,87,0.00109441,2.9608199473080075
NOM1,7,408,0.0122276,1.9126587767364407
NOMO1,16,96,0.0385736,1.4137098273726094
NOMO2,16,38,0.00139791,2.8545207883625654
NOMO3,16,114,0.0837471,1.0770302228081738
NOP10,15,133,0.014882,1.8273386997984653
NOP14,4,232,0.00691481,2.1602197486111
NOP14-AS1,4,196,0.00691481,2.1602197486111
NOP16,5,101,0.00224492,2.6487991309090346
NOP2,12,85,0.0511117,1.2914796739588508
NOP53,19,236,0.000360903,3.4426095078600536
NOP53-AS1,19,242,0.000360903,3.4426095078600536
NOP56,20,195,0.0113436,1.945249096058713
NOP58,2,193,0.00866762,2.062100136983124
NOP9,14,99,0.00291132,2.5359100561220966
NORAD,20,83,0.0286537,1.5428192904215052
NOS1,12,750,0.00271788,2.565769722176119
NOS1AP,1,1620,0.00207167,2.6836794229581975
NOS2,17,301,0.00333526,2.476870305026599
NOS2P3,17,93,0.074798,1.1261100144427065
NOS3,7,180,0.00117117,2.9313800607745195
NOSIP,19,198,0.00820748,2.0857901668868
NOSTRIN,2,437,0.0156776,1.8047204203845575
NOTCH1,9,334,0.00899435,2.046030216600059
NOTCH2,1,399,0.00827028,2.082479786651031
NOTCH2NLA,1,75,0.012442,1.9051098029933493
NOTCH2NLB,1,76,0.012442,1.9051098029933493
NOTCH3,19,326,0.0055883,2.252720287445591
NOTCH4,6,405,0.067786,1.168859992719579
NOTO,2,143,0.0151524,1.8195185734846904
NOTUM,17,141,0.00714776,2.145830038206896
NOVA1,14,507,0.00268664,2.5707905235511697
NOVA2,19,239,0.025577,1.5921503965208597
NOX3,6,380,0.000376591,3.424130063228123
NOX4,11,991,0.0120584,1.9187103138599966
NOX5,15,390,0.00831745,2.0800098011942603
NOXA1,9,139,0.0134039,1.8727688208852735
NOXO1,16,153,0.00230723,2.6369091099644133
NOXRED1,14,207,0.00195079,2.709789479324038
NPAP1,15,184,0.0598026,1.2232799340532852
NPAS1,19,233,0.00111676,2.9520401499594375
NPAS2,2,840,0.000671027,3.173260004845761
NPAS2-AS1,2,119,0.00070081,3.1543997097597334
NPAS3,14,3964,0.000135869,3.8668796210063014
NPAS4,11,72,0.016885,1.7724989350285696
NPAT,11,220,0.0236597,1.6259907664355011
NPB,17,34,0.0601548,1.220729712790621
NPBWR1,8,176,0.0458701,1.338470313074888
NPBWR2,20,126,0.00636151,2.196439785793199
NPC1,18,250,0.00113802,2.943850105416068
NPC1L1,7,155,0.0309229,1.5097197839988987
NPC2,14,111,0.00930615,2.0312299516257393
NPDC1,9,123,0.0060051,2.221479756106773
NPEPL1,20,254,0.000401883,3.3959003644532597
NPEPPS,17,339,0.018534,1.7320308413149057
NPEPPSP1,17,125,0.0373999,1.4271295590162645
NPFF,12,21,0.167655,0.7755834900130966
NPFFR1,10,312,0.00838803,2.0763400249387924
NPFFR2,4,771,0.0319544,1.495469332680768
NPHP1,2,287,0.00891292,2.0499799915709715
NPHP3,3,169,0.00820503,2.0859198266997803
NPHP3-ACAD11,3,495,0.00820503,2.0859198266997803
NPHP3-AS1,3,777,0.0208238,1.6814400160145282
NPHP4,1,752,0.0146383,1.8345093565760129
NPHS1,19,188,0.000861787,3.064600061501826
NPHS2,1,220,0.00205532,2.687120551688178
NPIPA1,16,51,0.00843782,2.073769743452899
NPIPA2,16,31,0.0357462,1.446770119086585
NPIPA3,16,31,0.0357462,1.446770119086585
NPIPA5,16,77,0.0361493,1.4419001080259017
NPIPA7,16,7628,0.000671893,3.172699883507987
NPIPA8,16,7628,0.000671893,3.172699883507987
NPIPB11,16,90,0.0226856,1.6442497298102114
NPIPB12,16,1452,0.00323653,2.4899203630708695
NPIPB13,16,3,0.11375,0.94404859467085
NPIPB15,16,113,0.0022272,2.6522407820695317
NPIPB2,16,288,0.0031304,2.504400165107376
NPIPB3,16,9,0.159312,0.7977515102158088
